t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1777965667.6728008,0.0,0.0,0.0,0.0,0.0020777729190408684,0.0,0.2376,1.3068,-0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777965667.6828003,0.0,0.0,0.0,0.0,0.0,0.0,0.27720000000000006,1.3068,-0.4752,0.0015734637967839812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777965667.6927996,0.0,0.0,0.0,0.0,0.0,0.0,0.2376,1.3068,-0.4356,0.0031437305999716873,0.0,0.0,0.0,0.0,0.0,0.0020777729190408684,-0.0020777729190408684,0.0
1777965667.7037475,0.0,0.0,0.0,0.0020777729190408684,-0.0020777729190408684,0.0,-0.0396,1.2672,-0.35639999999999994,0.004713184401041421,0.0,0.0,0.0,0.0,0.0,0.016622183352326948,0.0020777729190408684,-0.0020777729190408684
1777965667.712898,0.0,0.0,0.0,0.016622183352326948,0.0020777729190408684,-0.0020777729190408684,0.198,1.2276,0.4356,0.006430190503208053,0.0,0.0,0.0,0.0,0.0,0.016622183352326948,0.0020777729190408684,-0.0020777729190408684
1777965667.7228203,0.0,0.0,0.0,0.016622183352326948,0.0020777729190408684,-0.0020777729190408684,0.198,1.2276,0.4356,0.007863860236007906,0.0,0.0,0.0,0.0,0.0,0.04571100421889911,0.0,0.0
1777965667.7328079,0.0,0.0,0.0,0.04571100421889911,0.0,0.0,0.9504,1.2672,-0.3168,0.009416601464531934,0.0,0.0,0.0017453292519943296,0.0,0.0,0.06856650632834865,-0.0020777729190408684,0.0
1777965667.742857,0.0017453292519943296,0.0,0.0,0.06856650632834865,-0.0020777729190408684,0.0,0.8712,1.3068,-0.5544000000000001,0.010977254805359417,0.0,0.0,0.0017453292519943296,0.0,0.0,0.09765532719492082,0.0,0.0
1777965667.7528052,0.0017453292519943296,0.0,0.0,0.09765532719492082,0.0,0.0,0.4752,1.3068,-0.3168,0.012544792399322508,0.0,0.0,0.003490658503988659,0.0,0.0,0.1121997376282069,0.0,0.0
1777965667.7628658,0.003490658503988659,0.0,0.0,0.1121997376282069,0.0,0.0,0.3168,1.2276,-0.35639999999999994,0.014093520929235638,0.0,0.0,0.003490658503988659,0.0,0.0,0.1121997376282069,0.0,0.0
1777965667.7728534,0.003490658503988659,0.0,0.0,0.1121997376282069,0.0,0.0,0.3168,1.2276,-0.35639999999999994,0.01565622998650456,0.0,0.0,0.003490658503988659,0.0,0.0,0.12258860222341124,0.0,0.0
