t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1779611396.0931423,0.06457718232379019,0.0,0.0,0.33244366704653894,0.0,0.0,0.5148,1.2672,0.6336,0.09114103781198307,0.0,0.0,0.06806784082777886,0.0,0.0,0.3241325753703755,0.0,0.0
1779611396.1029406,0.06806784082777886,0.0,0.0,0.3241325753703755,0.0,0.0,0.198,1.2672,0.396,0.09301327013107412,0.0,0.0,0.06981317007977318,0.0,0.0,0.3137437107751711,0.0,0.0
1779611396.1129265,0.06981317007977318,0.0,0.0,0.3137437107751711,0.0,0.0,0.27720000000000006,1.3464,0.4752,0.09460912834179243,0.0,0.0,0.07330382858376185,0.0,0.0,0.3116659378561303,0.0,0.0
1779611396.1229374,0.07330382858376185,0.0,0.0,0.3116659378561303,0.0,0.0,0.0792,1.4255999999999998,0.35639999999999994,0.09602802813445621,0.0,0.0,0.07679448708775051,0.0,0.0,0.2867326628276398,0.0,0.0020777729190408684
1779611396.1330488,0.07679448708775051,0.0,0.0,0.2867326628276398,0.0,0.0020777729190408684,0.5148,1.1483999999999999,0.396,0.0972370759689915,0.0,0.0,0.08028514559173917,0.0,0.0,0.2825771169895581,0.0,0.0
1779611396.1430812,0.08028514559173917,0.0,0.0,0.2825771169895581,0.0,0.0,0.0396,1.3068,0.4752,0.09823860949868507,0.0,0.0,0.08203047484373349,0.0,0.0,0.2514105232039451,0.0,0.0
1779611396.1529417,0.08203047484373349,0.0,0.0,0.2514105232039451,0.0,0.0,0.3168,1.4652,0.5940000000000001,0.09901193802823259,0.0,0.0,0.08377580409572782,0.0,0.0,0.2430994315277816,0.0,0.0
1779611396.1629345,0.08377580409572782,0.0,0.0,0.2430994315277816,0.0,0.0,0.0,1.2276,0.3168,0.09955641931686364,0.0,0.0,0.08726646259971647,0.0,0.0,0.21608838358025032,0.0,0.0
1779611396.1730702,0.08726646259971647,0.0,0.0,0.21608838358025032,0.0,0.0,0.3168,1.3860000000000001,0.396,0.09988894007025446,0.0,0.0,0.08901179185171082,0.0,0.0,0.19531065438984163,0.0,0.0
1779611396.1830661,0.08901179185171082,0.0,0.0,0.19531065438984163,0.0,0.0,0.4356,1.1880000000000002,0.4752,0.09999998020714249,0.0,0.0,0.09075712110370514,0.0,0.0,0.18492178979463728,0.0,0.0
