t,q_0,q_1,q_2,dq_0,dq_1,dq_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1777275422.7555234,-0.015707963267948967,-0.13264502315156904,-0.020943951023931956,0.12882192098053383,-0.08934423551875734,-0.5755430985743205,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.015707963267948967,-0.13264502315156904,-0.020943951023931956,0.12882192098053383,-0.08934423551875734,-0.5755430985743205
1777275422.7652748,-0.015707963267948967,-0.13264502315156904,-0.020943951023931956,0.12882192098053383,-0.08934423551875734,-0.5755430985743205,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.013962634015954637,-0.1343903524035634,-0.027925268031909273,0.09349978135683908,-0.07479982508547126,-0.39685462753680584
1777275422.775429,-0.013962634015954637,-0.1343903524035634,-0.027925268031909273,0.09349978135683908,-0.07479982508547126,-0.39685462753680584,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.013962634015954637,-0.1343903524035634,-0.027925268031909273,0.09349978135683908,-0.07479982508547126,-0.39685462753680584
1777275422.785305,-0.013962634015954637,-0.1343903524035634,-0.027925268031909273,0.09349978135683908,-0.07479982508547126,-0.39685462753680584,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.012217304763960306,-0.13613568165555773,-0.03316125578789226,0.05194432297602171,-0.05194432297602171,-0.2617993877991494
1777275422.7953265,-0.012217304763960306,-0.13613568165555773,-0.03316125578789226,0.05194432297602171,-0.05194432297602171,-0.2617993877991494,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.012217304763960306,-0.13613568165555773,-0.03490658503988659,0.0394776854617765,-0.04778877713793997,-0.20154397314696423
1777275422.8055937,-0.012217304763960306,-0.13613568165555773,-0.03490658503988659,0.0394776854617765,-0.04778877713793997,-0.20154397314696423,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.012217304763960306,-0.13613568165555773,-0.03490658503988659,0.0394776854617765,-0.04778877713793997,-0.20154397314696423
1777275422.8153358,-0.012217304763960306,-0.13613568165555773,-0.03490658503988659,0.0394776854617765,-0.04778877713793997,-0.20154397314696423,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.010471975511965978,-0.13613568165555773,-0.038397243543875255,0.02493327502849042,-0.014544410433286078,-0.1371330126566973
1777275422.825325,-0.010471975511965978,-0.13613568165555773,-0.038397243543875255,0.02493327502849042,-0.014544410433286078,-0.1371330126566973,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.010471975511965978,-0.13613568165555773,-0.04014257279586959,0.01246663751424521,-0.006233318757122605,-0.09765532719492082
1777275422.8353405,-0.010471975511965978,-0.13613568165555773,-0.04014257279586959,0.01246663751424521,-0.006233318757122605,-0.09765532719492082,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.010471975511965978,-0.13613568165555773,-0.04014257279586959,0.008311091676163474,-0.008311091676163474,-0.08934423551875734
1777275422.8453062,-0.010471975511965978,-0.13613568165555773,-0.04014257279586959,0.008311091676163474,-0.008311091676163474,-0.08934423551875734,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.010471975511965978,-0.13613568165555773,-0.04014257279586959,0.008311091676163474,-0.01246663751424521,-0.05194432297602171
1777275422.8553286,-0.010471975511965978,-0.13613568165555773,-0.04014257279586959,0.008311091676163474,-0.01246663751424521,-0.05194432297602171,-0.01128486149993029,-0.13802200361318062,-0.04362862065575687,-0.010471975511965978,-0.13788101090755203,-0.04188790204786391,0.010388864595204342,-0.016622183352326948,-0.05402209589506258
