t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1777971636.2042923,0.0,0.0,0.0,0.0,0.0,0.0,-0.1584,1.5048000000000001,-0.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777971636.2146313,0.0,0.0,0.0,0.0,0.0,0.0,-0.1584,1.5048000000000001,-0.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020777729190408684
1777971636.2243152,0.0,0.0,0.0,0.0,0.0,0.0020777729190408684,0.1584,1.5048000000000001,-0.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0020777729190408684,0.0,0.0
1777971636.234454,0.0,0.0,0.0,0.0020777729190408684,0.0,0.0,0.1188,1.3860000000000001,-0.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777971636.2443075,0.0,0.0,0.0,0.0,0.0,0.0,0.2376,1.5048000000000001,-0.27720000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777971636.254321,0.0,0.0,0.0,0.0,0.0,0.0,0.198,1.4652,-0.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004155545838081737
1777971636.264319,0.0,0.0,0.0,0.0,0.0,0.004155545838081737,0.1584,1.3860000000000001,0.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020777729190408684,0.0
1777971636.2743194,0.0,0.0,0.0,0.0,0.0020777729190408684,0.0,0.1584,1.5444,-0.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777971636.2842517,0.0,0.0,0.0,0.0,0.0,0.0,0.198,1.5048000000000001,-0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777971636.2943776,0.0,0.0,0.0,0.0,0.0,0.0,-0.1188,1.4255999999999998,-0.3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777971636.304432,0.0,0.0,0.0,0.0,0.0,0.0,0.1584,1.5444,-0.2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
