t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2,signal_type,active_joint,amplitude,frequency,combo_index,segment_id,local_t,hold_s
1779528830.6825602,0.1710422666954443,-0.013962634015954637,-0.038397243543875255,0.004155545838081737,0.0,0.0,0.5544000000000001,2.0988,0.6336,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.1710422666954443,-0.013962634015954637,-0.038397243543875255,0.008311091676163474,0.0,0.0,gaussian,-1,0.0,0.0,-1,129,0.0,3.1486735324025528
1779528830.6925595,0.1710422666954443,-0.013962634015954637,-0.038397243543875255,0.008311091676163474,0.0,0.0,0.7127999999999999,2.0988,0.4356,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.1710422666954443,-0.015707963267948967,-0.038397243543875255,-0.006233318757122605,-0.12258860222341124,0.0,gaussian,-1,0.0,0.0,-1,129,0.010009527206420898,3.1486735324025528
1779528830.7034192,0.1710422666954443,-0.015707963267948967,-0.038397243543875255,-0.006233318757122605,-0.12258860222341124,0.0,1.3068,4.435200000000001,0.5940000000000001,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.1710422666954443,-0.027925268031909273,-0.04363323129985824,-0.031166593785613025,-1.0388864595204341,-0.4758099984603589,gaussian,-1,0.0,0.0,-1,129,0.02000880241394043,3.1486735324025528
1779528830.7125444,0.1710422666954443,-0.027925268031909273,-0.04363323129985824,-0.031166593785613025,-1.0388864595204341,-0.4758099984603589,0.8712,1.4255999999999998,-1.1088000000000002,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.1710422666954443,-0.04014257279586959,-0.048869219055841226,-0.033244366704653895,-1.1656306075819272,-0.5921652819266475,gaussian,-1,0.0,0.0,-1,129,0.0308685302734375,3.1486735324025528
1779528830.7227929,0.1710422666954443,-0.04014257279586959,-0.048869219055841226,-0.033244366704653895,-1.1656306075819272,-0.5921652819266475,0.4752,1.6632,0.1188,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.1710422666954443,-0.05235987755982988,-0.05585053606381855,-0.020777729190408684,-1.1448528783915184,-0.631642967388424,gaussian,-1,0.0,0.0,-1,129,0.0399937629699707,3.1486735324025528
1779528830.73268,0.1710422666954443,-0.05235987755982988,-0.05585053606381855,-0.020777729190408684,-1.1448528783915184,-0.631642967388424,0.9107999999999999,1.8215999999999999,0.8712,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.16929693744344998,-0.06283185307179587,-0.06283185307179587,-0.035322139623694765,-1.0513530970346794,-0.6004763736028109,gaussian,-1,0.0,0.0,-1,129,0.05024218559265137,3.1486735324025528
1779528830.7426364,0.16929693744344998,-0.06283185307179587,-0.06283185307179587,-0.035322139623694765,-1.0513530970346794,-0.6004763736028109,0.0,1.6632,0.0,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.16929693744344998,-0.06283185307179587,-0.06283185307179587,-0.035322139623694765,-1.0513530970346794,-0.6004763736028109,gaussian,-1,0.0,0.0,-1,129,0.060129404067993164,3.1486735324025528
1779528830.7525418,0.16929693744344998,-0.06283185307179587,-0.06283185307179587,-0.035322139623694765,-1.0513530970346794,-0.6004763736028109,0.0,1.6632,0.0,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.16929693744344998,-0.08028514559173917,-0.07155849933176751,-0.010388864595204342,-0.8165647571830613,-0.47996554429844057,gaussian,-1,0.0,0.0,-1,129,0.07008576393127441,3.1486735324025528
1779528830.7625322,0.16929693744344998,-0.08028514559173917,-0.07155849933176751,-0.010388864595204342,-0.8165647571830613,-0.47996554429844057,0.5148,0.7127999999999999,0.2376,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.16929693744344998,-0.08552113334772216,-0.07504915783575616,-0.01246663751424521,-0.6981317007977318,-0.40516571921296934,gaussian,-1,0.0,0.0,-1,129,0.07999110221862793,3.1486735324025528
1779528830.7726848,0.16929693744344998,-0.08552113334772216,-0.07504915783575616,-0.01246663751424521,-0.6981317007977318,-0.40516571921296934,0.396,0.396,0.0396,0.17005574966949022,-0.11757559220328165,-0.09515710217024599,0.16929693744344998,-0.08552113334772216,-0.07504915783575616,-0.01246663751424521,-0.6981317007977318,-0.40516571921296934,gaussian,-1,0.0,0.0,-1,129,0.0899815559387207,3.1486735324025528
