subset,source_file,output_file,signal_type,active_joint,amplitude,frequency,combo_index,segment_id,duration_s,row_count,hold_s
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg10-16.csv,gaussian,-1,0.0,0.0,-1,13,2.61005187,262,2.613061903494816
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg10-16.csv,gaussian,-1,0.0,0.0,-1,14,2.57997108,259,2.5869406412861062
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg10-16.csv,gaussian,-1,0.0,0.0,-1,15,1.10014439,111,1.105905016213906
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg10-16.csv,gaussian,-1,0.0,0.0,-1,16,2.50995708,252,2.5120578720181284
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg20-24.csv,gaussian,-1,0.0,0.0,-1,20,3.76085806,377,3.7691480705293383
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg20-24.csv,gaussian,-1,0.0,0.0,-1,21,2.11276364,212,2.117609024027143
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg20-24.csv,gaussian,-1,0.0,0.0,-1,22,2.61979055,263,2.625414828695522
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg20-24.csv,gaussian,-1,0.0,0.0,-1,23,3.32998133,334,3.331021804805129
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg20-24.csv,gaussian,-1,0.0,0.0,-1,24,2.82993937,284,2.8346786297928803
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg29-34.csv,gaussian,-1,0.0,0.0,-1,29,2.90984273,292,2.910978569666813
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg29-34.csv,gaussian,-1,0.0,0.0,-1,30,1.5800004,159,1.5900071835641043
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg29-34.csv,gaussian,-1,0.0,0.0,-1,31,2.93998146,295,2.9473258524391475
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg29-34.csv,gaussian,-1,0.0,0.0,-1,32,0.750003338,76,0.7569730118142564
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg29-34.csv,gaussian,-1,0.0,0.0,-1,33,1.64000916,165,1.6468197221880474
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg29-34.csv,gaussian,-1,0.0,0.0,-1,34,2.12992573,214,2.138576825093823
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg43-46.csv,gaussian,-1,0.0,0.0,-1,43,3.94998813,396,3.9547978439032314
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg43-46.csv,gaussian,-1,0.0,0.0,-1,44,2.93005443,294,2.9324707945165884
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg43-46.csv,gaussian,-1,0.0,0.0,-1,45,2.490062,250,2.495838362080948
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg43-46.csv,gaussian,-1,0.0,0.0,-1,46,3.31993675,333,3.3241659579022294
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg53-56.csv,gaussian,-1,0.0,0.0,-1,53,3.39999747,341,3.4044006413092336
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg53-56.csv,gaussian,-1,0.0,0.0,-1,54,2.56003785,257,2.5646949885982044
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg53-56.csv,gaussian,-1,0.0,0.0,-1,55,3.22007918,323,3.2265988021195806
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg53-56.csv,gaussian,-1,0.0,0.0,-1,56,3.9000175,391,3.9015471630519505
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg65-69.csv,gaussian,-1,0.0,0.0,-1,65,2.56000137,257,2.5616098039919817
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg65-69.csv,gaussian,-1,0.0,0.0,-1,66,3.12000847,313,3.1243177619119855
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg65-69.csv,gaussian,-1,0.0,0.0,-1,67,2.97996736,299,2.9830745800761362
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg65-69.csv,gaussian,-1,0.0,0.0,-1,68,1.28000069,129,1.2838464224522814
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg65-69.csv,gaussian,-1,0.0,0.0,-1,69,3.28995657,330,3.291283289220042
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,74,2.08999896,210,2.0953460640646417
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,75,2.24963999,226,2.250761365800284
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,76,1.62005401,163,1.620670562980536
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,77,0.839986801,85,0.8465230866473323
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,78,2.0199368,203,2.0252043063146585
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,79,1.13999963,115,1.1484819441731813
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,80,0.880000114,89,0.8869198877658162
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,81,1.25999713,127,1.265225821010171
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,82,1.93028617,194,1.9394392995778407
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,83,2.61997938,263,2.627940318472068
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,84,1.41996241,143,1.427870493588635
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,85,2.68003345,269,2.684141561731035
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,86,2.33027673,234,2.3322283419592846
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg74-87.csv,gaussian,-1,0.0,0.0,-1,87,2.87978244,289,2.8881970859406243
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg93-97.csv,gaussian,-1,0.0,0.0,-1,93,3.35003805,336,3.352005599233714
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg93-97.csv,gaussian,-1,0.0,0.0,-1,94,2.86993265,288,2.8750487883020597
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg93-97.csv,gaussian,-1,0.0,0.0,-1,95,2.08998203,210,2.09073755125783
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg93-97.csv,gaussian,-1,0.0,0.0,-1,96,3.33028769,334,3.3326392943139163
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg93-97.csv,gaussian,-1,0.0,0.0,-1,97,3.55012226,356,3.552836352481874
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg103-109.csv,gaussian,-1,0.0,0.0,-1,103,3.90004349,391,3.909541622736448
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg103-109.csv,gaussian,-1,0.0,0.0,-1,104,1.67000103,168,1.6701741788359161
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg103-109.csv,gaussian,-1,0.0,0.0,-1,105,1.90013146,191,1.9050753121949424
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg103-109.csv,gaussian,-1,0.0,0.0,-1,106,0.909882545,92,0.9137461533621916
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg103-109.csv,gaussian,-1,0.0,0.0,-1,107,1.36011672,137,1.3677747323781635
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg103-109.csv,gaussian,-1,0.0,0.0,-1,108,0.610153675,62,0.6165890229541644
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg103-109.csv,gaussian,-1,0.0,0.0,-1,109,2.9112823,292,2.9180161615641413
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg115-119.csv,gaussian,-1,0.0,0.0,-1,115,2.56991363,258,2.570595052679845
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg115-119.csv,gaussian,-1,0.0,0.0,-1,116,1.68001533,169,1.6843444196388955
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg115-119.csv,gaussian,-1,0.0,0.0,-1,117,3.88016057,389,3.8877643897513954
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg115-119.csv,gaussian,-1,0.0,0.0,-1,118,2.65992236,267,2.660511127183812
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg115-119.csv,gaussian,-1,0.0,0.0,-1,119,3.44014907,345,3.4400123561950147
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg129-132.csv,gaussian,-1,0.0,0.0,-1,129,3.13996124,315,3.1486735324025528
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg129-132.csv,gaussian,-1,0.0,0.0,-1,130,3.28012705,329,3.287102042843802
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg129-132.csv,gaussian,-1,0.0,0.0,-1,131,2.85988569,287,2.8651131234455454
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg129-132.csv,gaussian,-1,0.0,0.0,-1,132,3.40005279,341,3.401528921018382
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg135-140.csv,gaussian,-1,0.0,0.0,-1,135,1.57997322,159,1.58629664418069
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg135-140.csv,gaussian,-1,0.0,0.0,-1,136,2.92000008,293,2.9291807672223213
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg135-140.csv,gaussian,-1,0.0,0.0,-1,137,3.37999177,339,3.3885573057876184
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg135-140.csv,gaussian,-1,0.0,0.0,-1,138,2.72998738,274,2.7395038583247677
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg135-140.csv,gaussian,-1,0.0,0.0,-1,139,2.20087314,221,2.2008464122032567
p010,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p010/uan_exp2_gaussian_20260523_162921_p010_seg135-140.csv,gaussian,-1,0.0,0.0,-1,140,0.289961576,30,2.643868285294335
p010,../../uan_dataset/uan_exp2_sine_20260523_160212.csv,real_data/exp2_subsets/p010/uan_exp2_sine_20260523_160212_p010_seg0-0.csv,sine,0,0.1,0.25,0,0,20.0000131,2001,0.0
p010,../../uan_dataset/uan_exp2_sine_20260523_160212.csv,real_data/exp2_subsets/p010/uan_exp2_sine_20260523_160212_p010_seg10-10.csv,sine,0,0.2,1.0,5,10,20.0000441,2001,0.0
p010,../../uan_dataset/uan_exp2_sine_20260523_160212.csv,real_data/exp2_subsets/p010/uan_exp2_sine_20260523_160212_p010_seg20-20.csv,sine,0,0.4,0.5,10,20,19.9999604,2001,0.0
p010,../../uan_dataset/uan_exp2_sine_20260523_160212.csv,real_data/exp2_subsets/p010/uan_exp2_sine_20260523_160212_p010_seg30-30.csv,sine,1,0.2,0.25,15,30,20.0000117,2001,0.0
p010,../../uan_dataset/uan_exp2_sine_20260523_160212.csv,real_data/exp2_subsets/p010/uan_exp2_sine_20260523_160212_p010_seg40-40.csv,sine,1,0.3,1.0,20,40,19.990006,2000,0.0
p010,../../uan_dataset/uan_exp2_sine_20260523_160212.csv,real_data/exp2_subsets/p010/uan_exp2_sine_20260523_160212_p010_seg50-50.csv,sine,2,0.1,0.5,25,50,19.9999461,2001,0.0
p010,../../uan_dataset/uan_exp2_sine_20260523_160212.csv,real_data/exp2_subsets/p010/uan_exp2_sine_20260523_160212_p010_seg60-60.csv,sine,2,0.3,0.25,30,60,20.0004201,2001,0.0
p010,../../uan_dataset/uan_exp2_sine_20260523_160212.csv,real_data/exp2_subsets/p010/uan_exp2_sine_20260523_160212_p010_seg70-70.csv,sine,2,0.4,1.0,35,70,19.9900239,2000,0.0
p010,../../uan_dataset/uan_exp2_square_20260523_161601.csv,real_data/exp2_subsets/p010/uan_exp2_square_20260523_161601_p010_seg0-0.csv,square,0,0.1,0.25,0,0,19.9899356,2000,0.0
p010,../../uan_dataset/uan_exp2_square_20260523_161601.csv,real_data/exp2_subsets/p010/uan_exp2_square_20260523_161601_p010_seg10-10.csv,square,0,0.2,1.0,5,10,19.999974,2001,0.0
p010,../../uan_dataset/uan_exp2_square_20260523_161601.csv,real_data/exp2_subsets/p010/uan_exp2_square_20260523_161601_p010_seg20-20.csv,square,0,0.4,0.5,10,20,19.9900002,2000,0.0
p010,../../uan_dataset/uan_exp2_square_20260523_161601.csv,real_data/exp2_subsets/p010/uan_exp2_square_20260523_161601_p010_seg30-30.csv,square,1,0.2,0.25,15,30,19.99,2000,0.0
p010,../../uan_dataset/uan_exp2_square_20260523_161601.csv,real_data/exp2_subsets/p010/uan_exp2_square_20260523_161601_p010_seg40-40.csv,square,1,0.3,1.0,20,40,19.9997845,2001,0.0
p010,../../uan_dataset/uan_exp2_square_20260523_161601.csv,real_data/exp2_subsets/p010/uan_exp2_square_20260523_161601_p010_seg50-50.csv,square,2,0.1,0.5,25,50,19.9900017,2000,0.0
p010,../../uan_dataset/uan_exp2_square_20260523_161601.csv,real_data/exp2_subsets/p010/uan_exp2_square_20260523_161601_p010_seg60-60.csv,square,2,0.3,0.25,30,60,19.9899981,2000,0.0
p010,../../uan_dataset/uan_exp2_square_20260523_161601.csv,real_data/exp2_subsets/p010/uan_exp2_square_20260523_161601_p010_seg70-70.csv,square,2,0.4,1.0,35,70,19.9902754,2000,0.0
