t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2,signal_type,active_joint,amplitude,frequency,combo_index,segment_id,local_t,hold_s
1779527437.143537,0.0,0.0,0.0,0.0,0.0,0.0,-0.1188,1.3464,-0.2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sine,2,0.1,0.25,24,48,0.0,0.0
1779527437.1533456,0.0,0.0,0.0,0.0,0.0,0.0,-0.1188,1.3464,-0.2376,0.0,0.0,0.0015954071537097195,0.0,0.0,0.0,-0.0020777729190408684,0.0,0.0,sine,2,0.1,0.25,24,48,0.010157108306884766,0.0
1779527437.1633604,0.0,0.0,0.0,-0.0020777729190408684,0.0,0.0,-0.1188,1.5444,-0.27720000000000006,0.0,0.0,0.0031356826685286494,0.0,0.0,0.0,0.0,0.0,0.0,sine,2,0.1,0.25,24,48,0.019965648651123047,0.0
1779527437.1733537,0.0,0.0,0.0,0.0,0.0,0.0,-0.1188,1.5444,0.1584,0.0,0.0,0.004707573031156608,0.0,0.0,0.0,0.0,0.0,0.01246663751424521,sine,2,0.1,0.25,24,48,0.02998042106628418,0.0
1779527437.1833956,0.0,0.0,0.0,0.0,0.0,0.01246663751424521,-0.1188,1.584,0.1584,0.0,0.0,0.006274934519034123,0.0,0.0,0.0,0.0,0.0,0.033244366704653895,sine,2,0.1,0.25,24,48,0.03997373580932617,0.0
1779527437.193354,0.0,0.0,0.0,0.0,0.0,0.033244366704653895,-0.0396,1.5048000000000001,0.2376,0.0,0.0,0.007848366230168569,0.0,0.0,0.0,0.0,0.0,0.05609986881410345,sine,2,0.1,0.25,24,48,0.05001568794250488,0.0
1779527437.2035148,0.0,0.0,0.0,0.0,0.0,0.05609986881410345,-0.0396,1.3860000000000001,0.0396,0.0,0.0,0.009406758365712137,0.0,0.0,0.0017453292519943296,0.0,0.0,0.06025541465218518,sine,2,0.1,0.25,24,48,0.059973955154418945,0.0
1779527437.2133589,0.0,0.0,0.0017453292519943296,0.0,0.0,0.06025541465218518,-0.1584,1.3464,0.2376,0.0,0.0,0.010994489527376729,0.0,0.0,0.0017453292519943296,0.0,0.0,0.08311091676163473,sine,2,0.1,0.25,24,48,0.07013487815856934,0.0
1779527437.2233458,0.0,0.0,0.0017453292519943296,0.0,0.0,0.08311091676163473,-0.1584,1.3860000000000001,-0.0792,0.0,0.0,0.012530041785278327,0.0,0.0,0.003490658503988659,0.0,0.0,0.09142200843779821,sine,2,0.1,0.25,24,48,0.07997894287109375,0.0
1779527437.2333462,0.0,0.0,0.003490658503988659,0.0,0.0,0.09142200843779821,-0.1188,1.4652,0.2376,0.0,0.0,0.01408480780300641,0.0,0.0,0.003490658503988659,0.0,0.0,0.11635528346628862,sine,2,0.1,0.25,24,48,0.0899658203125,0.0
1779527437.2433896,0.0,0.0,0.003490658503988659,0.0,0.0,0.11635528346628862,-0.0792,1.584,0.27720000000000006,0.0,0.0,0.015638216149465405,0.0,0.0,0.005235987755982989,0.0,0.0,0.1246663751424521,sine,2,0.1,0.25,24,48,0.09996628761291504,0.0
1779527437.253377,0.0,0.0,0.005235987755982989,0.0,0.0,0.1246663751424521,-0.0792,1.4255999999999998,0.4356,0.0,0.0,0.01719440640752302,0.0,0.0,0.006981317007977318,0.0,0.0,0.1371330126566973,sine,2,0.1,0.25,24,48,0.11000967025756836,0.0
1779527437.2633483,0.0,0.0,0.006981317007977318,0.0,0.0,0.1371330126566973,-0.0792,1.3464,0.5940000000000001,0.0,0.0,0.01873767235226576,0.0,0.0,0.008726646259971648,0.0,0.0,0.1308996938995747,sine,2,0.1,0.25,24,48,0.11999702453613281,0.0
1779527437.2734811,0.0,0.0,0.008726646259971648,0.0,0.0,0.1308996938995747,-0.0396,1.5444,0.4752,0.0,0.0,0.020273869660048124,0.0,0.0,0.008726646259971648,0.0,-0.0020777729190408684,0.13297746681861558,sine,2,0.1,0.25,24,48,0.12996840476989746,0.0
1779527437.283343,0.0,0.0,0.008726646259971648,0.0,-0.0020777729190408684,0.13297746681861558,-0.0792,1.584,0.5148,0.0,0.0,0.021829836623358856,0.0,0.0,0.010471975511965978,0.0,0.0,0.14544410433286079,sine,2,0.1,0.25,24,48,0.14010119438171387,0.0
1779527437.2934675,0.0,0.0,0.010471975511965978,0.0,0.0,0.14544410433286079,-0.1188,1.4255999999999998,0.5148,0.0,0.0,0.02333890644261589,0.0,0.0,0.010471975511965978,0.0,0.0,0.14544410433286079,sine,2,0.1,0.25,24,48,0.1499631404876709,0.0
1779527437.3033638,0.0,0.0,0.010471975511965978,0.0,0.0,0.14544410433286079,-0.1188,1.4255999999999998,0.5148,0.0,0.0,0.024882314141855898,0.0,0.0,0.010471975511965978,0.0,0.0,0.14544410433286079,sine,2,0.1,0.25,24,48,0.16008758544921875,0.0
1779527437.3133147,0.0,0.0,0.010471975511965978,0.0,0.0,0.14544410433286079,-0.1188,1.4255999999999998,0.5148,0.0,0.0,0.026384860159513954,0.0,0.0,0.015707963267948967,0.0,0.0,0.13505523973765646,sine,2,0.1,0.25,24,48,0.1699838638305664,0.0
1779527437.3233654,0.0,0.0,0.015707963267948967,0.0,0.0,0.13505523973765646,0.0396,1.5444,0.27720000000000006,0.0,0.0,0.02788926648065684,0.0,0.0,0.015707963267948967,0.0,0.0,0.12882192098053383,sine,2,0.1,0.25,24,48,0.17993474006652832,0.0
1779527437.333468,0.0,0.0,0.015707963267948967,0.0,0.0,0.12882192098053383,0.0792,1.3860000000000001,0.4752,0.0,0.0,0.02940185760411686,0.0,0.0,0.017453292519943295,0.0,0.0020777729190408684,0.14128855849477906,sine,2,0.1,0.25,24,48,0.1899855136871338,0.0
1779527437.343376,0.0,0.0,0.017453292519943295,0.0,0.0020777729190408684,0.14128855849477906,-0.1188,1.5444,0.5148,0.0,0.0,0.030914849209812197,0.0,0.0,0.019198621771937627,0.0,0.0,0.15583296892806514,sine,2,0.1,0.25,24,48,0.2000880241394043,0.0
1779527437.3533149,0.0,0.0,0.019198621771937627,0.0,0.0,0.15583296892806514,-0.0792,1.4652,0.3168,0.0,0.0,0.03239114515167301,0.0,0.0,0.020943951023931956,0.0,0.0,0.15998851476614687,sine,2,0.1,0.25,24,48,0.20999598503112793,0.0
1779527437.3633559,0.0,0.0,0.020943951023931956,0.0,0.0,0.15998851476614687,-0.1188,1.4652,0.6336,0.0,0.0,0.033864176471677186,0.0,0.0,0.022689280275926284,0.0,0.0,0.1495996501709425,sine,2,0.1,0.25,24,48,0.21993494033813477,0.0
1779527437.373349,0.0,0.0,0.022689280275926284,0.0,0.0,0.1495996501709425,-0.0792,1.4652,0.792,0.0,0.0,0.035343948818645256,0.0,0.0,0.024434609527920613,0.0,0.0,0.1516774230899834,sine,2,0.1,0.25,24,48,0.22997593879699707,0.0
1779527437.3833082,0.0,0.0,0.024434609527920613,0.0,0.0,0.1516774230899834,-0.1584,1.3860000000000001,0.0396,0.0,0.0,0.03680792991592595,0.0,0.0,0.02617993877991494,0.0,0.0,0.14752187725190166,sine,2,0.1,0.25,24,48,0.23996901512145996,0.0
1779527437.3933806,0.0,0.0,0.02617993877991494,0.0,0.0,0.14752187725190166,-0.1188,1.4255999999999998,-0.0792,0.0,0.0,0.03825792841210312,0.0,0.0,0.02617993877991494,0.0,0.0,0.14544410433286079,sine,2,0.1,0.25,24,48,0.24992823600769043,0.0
1779527437.4033575,0.0,0.0,0.02617993877991494,0.0,0.0,0.14544410433286079,-0.0792,1.584,-0.0396,0.0,0.0,0.0397148908002987,0.0,0.0,0.027925268031909273,0.0,0.0,0.13505523973765646,sine,2,0.1,0.25,24,48,0.26000070571899414,0.0
